epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
80,3071.5,1.29104,1.1369,0.00747,0.50445,0.53916,0.5208,0.34652,1.68897,2.02301,0.01352,0.00010372,0.00010372,0.00010372
81,3117.03,1.27591,1.16502,0.00787,0.56307,0.53817,0.5353,0.34455,1.71081,1.98528,0.0136,9.9008e-05,9.9008e-05,9.9008e-05
82,3154.59,1.27533,1.19509,0.00757,0.58442,0.53288,0.53682,0.34197,1.71051,2.02597,0.01329,9.42956e-05,9.42956e-05,9.42956e-05
83,3196.58,1.2418,1.1305,0.00761,0.65337,0.4979,0.531,0.35376,1.69227,2.02638,0.01319,8.95832e-05,8.95832e-05,8.95832e-05
84,3239.41,1.24892,1.14059,0.00755,0.61582,0.5186,0.53416,0.34467,1.7054,2.05711,0.01341,8.48708e-05,8.48708e-05,8.48708e-05
85,3280.18,1.313,1.21224,0.00775,0.60796,0.51923,0.51659,0.33814,1.71719,1.99641,0.01351,8.01584e-05,8.01584e-05,8.01584e-05
86,3319.83,1.29134,1.15572,0.00708,0.57105,0.55741,0.54493,0.3557,1.67717,2.01586,0.013,7.5446e-05,7.5446e-05,7.5446e-05
87,3360.38,1.25332,1.11408,0.00752,0.61109,0.51287,0.53751,0.3566,1.69785,2.02365,0.01303,7.07336e-05,7.07336e-05,7.07336e-05
88,3399.79,1.28193,1.15378,0.00736,0.64001,0.4847,0.51792,0.33682,1.69681,2.02879,0.0129,6.60212e-05,6.60212e-05,6.60212e-05
89,3440.63,1.20477,1.06534,0.00728,0.56431,0.51575,0.50948,0.33399,1.68681,2.08145,0.01317,6.13088e-05,6.13088e-05,6.13088e-05
90,3483.4,1.21231,1.12923,0.00688,0.57124,0.52156,0.52372,0.34172,1.69419,2.03801,0.01311,5.65964e-05,5.65964e-05,5.65964e-05
91,3532.23,1.33347,1.05731,0.01044,0.57329,0.51425,0.49969,0.3147,1.77445,2.14897,0.01489,5.1884e-05,5.1884e-05,5.1884e-05
92,3571.33,1.26596,1.00979,0.00861,0.59282,0.52533,0.51817,0.33534,1.74812,2.12263,0.01392,4.71716e-05,4.71716e-05,4.71716e-05
93,3615.72,1.24156,0.96215,0.00861,0.5557,0.52334,0.50335,0.32287,1.75327,2.15969,0.01402,4.24592e-05,4.24592e-05,4.24592e-05
94,3653.67,1.24792,0.9832,0.00843,0.54609,0.54107,0.50561,0.3283,1.74966,2.15249,0.01396,3.77468e-05,3.77468e-05,3.77468e-05
95,3690.3,1.2416,0.96302,0.00809,0.57039,0.52655,0.5194,0.33414,1.74968,2.07273,0.01389,3.30344e-05,3.30344e-05,3.30344e-05
96,3726.67,1.20631,0.90931,0.00801,0.59519,0.53073,0.52362,0.3411,1.7354,2.09373,0.01388,2.8322e-05,2.8322e-05,2.8322e-05
97,3762.75,1.22816,0.93341,0.00817,0.61766,0.50932,0.52871,0.33562,1.74964,2.09456,0.01381,2.36096e-05,2.36096e-05,2.36096e-05
98,3806.95,1.22741,0.9377,0.00856,0.61127,0.53254,0.53564,0.34143,1.72711,2.08104,0.01366,1.88972e-05,1.88972e-05,1.88972e-05
99,3845.2,1.22387,0.924,0.00796,0.604,0.52245,0.53511,0.33691,1.73763,2.0861,0.01361,1.41848e-05,1.41848e-05,1.41848e-05
100,3883.23,1.22934,0.9499,0.00791,0.58594,0.53613,0.52991,0.33775,1.73503,2.07974,0.01334,9.4724e-06,9.4724e-06,9.4724e-06
